Title,Author,Quantity,Genre
Baby Racoon,Beth Spanjian,1,General Knowledge
"Baby-Sitters Little Sister, Karen's Ghost",Ann M. Martin,1,General Knowledge
"Baby-Sitters Little Sister, Karen's Roller Skates",Katy Farina,3,General Knowledge
Babyface,Norma Fox Mazer,1,General Knowledge
Babymouse - Queen of the World,"Jennifer L. Holm, Matthew Holm",1,General Knowledge
Babysitters Little Sister Karen's Witch,Ann M. Martin,1,General Knowledge
Back in the Beforetime,Curry,1,General Knowledge
Back in Time With Benjamin Franklin,Dan Gutman,1,General Knowledge
Back yard angel,jill weber,1,General Knowledge
Back Yard Angel,Judy Delton,1,General Knowledge
Back-To-School Fright From The Black Lagoon,MNike Thaler,1,General Knowledge
Bad Dreams,R.L. Stine,1,General Knowledge
Bad Kitty Gets a Bath,Nick Bruel,1,General Knowledge
Bald Eagles (The Untamed World),Karen Dudley,1,General Knowledge
baloon magic,"phylliss adams, carole p mitcher, virginia johnson",1,Arts and Recreation
Balto and the Great Race,Elizabeth Cody Kimmel,1,General Knowledge
Balto and the Great Race,Nora Koerber,1,General Knowledge
Balto and the Great Race,Unassigned,1,General Knowledge
bambi,walt disney,1,General Knowledge
Bambi Grows Up,Walt Disney,1,General Knowledge
Banner In The Sky,James Ramsey Ullman,2,General Knowledge
Barack Obama our 44th President,Beatrice Gormley,3,General Knowledge
"Barack Obama, Our 44th President",Beatrice Gormley,1,General Knowledge
Barbie - Ballet buddies,Barbara Richards,1,General Knowledge
Barbie - The Haunted Mansion Mystery,Linda Aber,1,General Knowledge
Barbie and the Magic Pegasus,Kari James,1,Arts and Recreation
"Barbie, Practice Makes Perfect ",Mona Miller,1,General Knowledge
Barbie.com: ballet buddies,Barbara Richards,1,General Knowledge
Bard of Avon: the Story of William Shakespeare,Daine Stanley and Peter Vennema,1,Literature
Barfing in The Backseat,Henry Winkler,1,General Knowledge
Barnaby's First Christmas,A.P. Folmer,1,General Knowledge
Barnyard Tracks,Dee Dee Duffy,1,General Knowledge
Barrio Boy,Ernesto Galarza,3,General Knowledge
Bartholomew and the ooblecky,Dr. Seuss,1,Arts and Recreation
Baseball Bloopers - World's Funniest Errors,Bill Gutman,1,Arts and Recreation
Baseball in April and Other Stories,Gary Soto,1,Literature
Baseball in the Barrios,Henry Horenstein,1,Arts and Recreation
Baseball's Best,Gutelle/Spohn,1,Arts and Recreation
Basic Math Do you Remember?,DeVry University,1,General Knowledge
Bat 6,Virginia Euwer Wolff,1,General Knowledge
Bats,Celia bland,1,General Knowledge
bats at the beach,brian lies,1,General Knowledge
"Bats, Night Fliers",Betsy Maestro,1,General Knowledge
Battle of the Labryinth,Rick Riordian,1,General Knowledge
Battles for Scandinavia,John R. Elting,1,General Knowledge
"Be Healthy! It's A Girl Thing: Food, Fitness, And Feeling Great",Mavis Jukes and Lilian Cheung,2,General Knowledge
Be My Valentine,Molly Wigand,1,General Knowledge
"Beacon Street Girls, Worst Enemies/ Best Friends",Annie Bryant,1,General Knowledge
Beany Wakes up for Christmas,Lisa Bassett,1,General Knowledge
Bears,Gallimard Jeunesse and Laura Bour,1,General Knowledge
Bears in the Night,Stan and Jan Berenstain,1,General Knowledge
bears on wheels,stan and jan berenstain,1,General Knowledge
"Bears, Bears, Bears",Nora Winter,1,General Knowledge
Bearsie Bear and the Surprise Sleepover Pa,Bernard Waber,1,General Knowledge
Bearstone,Will Hobbs,4,General Knowledge
Beast Feast,Douglas Florian,1,General Knowledge
Beast Quest,Adam Blade,1,General Knowledge
Beast Quest Epos The Winged Flame,Adam Blade,2,General Knowledge
Beast Quest Ferno the Fire Dragon,Adam Blade,1,General Knowledge
Beast Quest Sepron The Sea Serpent,Adam Blade,1,General Knowledge
Beauty and the Beast,Mary Hoffman,1,General Knowledge
Beauty and the Beast and Other Stories,Sarah Hines Stephens,1,Literature
Beauty and the Beast: Friends Are Sweet,Jennifer Liberts,1,General Knowledge
Because of Winn Dixie,Kate DiCamilo,1,General Knowledge
Because of Winn-Dixie,Kate DiCamillo,2,General Knowledge
Becoming Naomi Leon,Pam Munoz Ryan,1,General Knowledge
Bed-Knob And Broomstick,Mary Norton,1,General Knowledge
Bedtime for Frances,Russell Hoban,2,General Knowledge
Bedtime Stories,Helena Mayer,1,Literature
bee frog,martin waddell,1,General Knowledge
Beetles Lightly Toasted,Phylis Reynolds Naylor,1,General Knowledge
"Beetles, Lightly Toasted",Phyllis Reynlds Naylor,1,General Knowledge
"Beetles, Lightly Toasted",Phyllis Reynolds Naylor,1,General Knowledge
Beezus and Ramona,Beverly Clearly,1,General Knowledge
Beezus and Ramona,Beverly Cleary,1,General Knowledge
Before I go to Sleep,Thomas Hood,1,General Knowledge
before we were free,julia alvares,1,General Knowledge
Behind Enemy Lines,True Stories of Amazing Courage,2,General Knowledge
Behind the Lines,Isabelle Holland,1,General Knowledge
Behind the Secret Window: A memoir of a Hidden Childhood During World War II,Nelly S. Toll,1,General Knowledge
Belching Hill,Morse Hamilton,1,General Knowledge
Bella Get Her Skates On,Ian Whybrow,1,General Knowledge
belle of the ball,Unassigned,1,General Knowledge
Belle Prater's boy,Ruth White,4,General Knowledge
Belle Prater’s Boy,Ruth White,4,General Knowledge
Belle Teal,Ann M Martin,1,General Knowledge
Belle Teal,Ann M. Martin,3,General Knowledge
Ben and Me,Robert Lawson,1,General Knowledge
Ben and Me - An Astonishing Life of Benjamin Franklin by his Good Mouse Amos,Robert Lawson,1,General Knowledge
Beneath the Waves,Norbert Wu,1,General Knowledge
Benjamin Franklin,Peter & Connie Roop,1,General Knowledge
benjamin franklin,peter and connie roop,1,General Knowledge
Benjamin Franklin,Victoria Sharrow,1,General Knowledge
Benjamin's Box,Melody Carlson,2,General Knowledge
Bently & Egg,William Joyce,1,General Knowledge
Berlioz the Bear,Jan Brett,1,General Knowledge
berta benz and the motorwagen,wmindy bingham,1,General Knowledge
Best enemiesw,kathleen leverich,1,General Knowledge
Best Friends,Loretta Krupinski,1,General Knowledge
Best Friends,Margaret Snyder,1,General Knowledge
best friends for frances,russell hoban,1,General Knowledge
Best Loved Horses Of The World,Peter McHoy,1,General Knowledge
Bet You Can't,Penny Dale,1,General Knowledge
Bethany the Ballet Fairy,Daisy Meadows,1,General Knowledge
betrayal at cross creek,kathleen ernest,1,General Knowledge
Betsy and Tacy Go Downtown,Maud Hart Lovelace,1,General Knowledge
Betsy-Lacy,Maud Hat Lovelace,1,General Knowledge
Betsy-Lacy - Maud Hart Lovelace,Lois Lenski,1,Arts and Recreation
Betsy-Tacy - Maud Heart Lovelace,Lois Lenski,1,Arts and Recreation
Beuse of Winn-Dixie,Kate DiCamilio,2,General Knowledge
Beverly Clearly,Cleary Beverly,1,General Knowledge
Beverly Cleary,Beverly Cleary,1,General Knowledge
Beverly Cleary,Muggie Maggie,1,General Knowledge
Beware of Bohrok,C.A. Hapka,1,General Knowledge
Beyond The Valley of Thorns,Patrick Carman,1,General Knowledge
Big Anthony and the Magic Ring,Tomie dePaola,1,Arts and Recreation
"Big Anthony, His Story",Tomie dePaola,1,Literature
Big Chickens,Leslie Helakoski,1,General Knowledge
Big Chickens Fly the Coop,Leslie Helakoski,1,General Knowledge
Big City Dump Truck,Mary Packard,1,General Knowledge
Big Machines,Karen Wallace,1,General Knowledge
Big Nate and Friends,Lincoln Peirce,1,General Knowledge
Big Nate Flips Out,Lincoln Pierce,1,General Knowledge
Big Nate in a Class by Himself,Lincoln Peirce,1,General Knowledge
Big Nate Strikes Again,Lincoln Peirce,1,General Knowledge
Big Red Barn,Margaret Wise Brown,1,General Knowledge
Big Shark's Valentine Surprise,Metzger,1,General Knowledge
Bigfoot Doesn't Square Dance,Debbie Dadey,1,Arts and Recreation
Bill and Pete,Tomie dePaola,1,General Knowledge
Bionicle Adventures 1 - Mystery of Metru Nui,Greg Farshtey,1,Literature
Bionicle Adventures The Darkness Below,C.A. Hapka,1,Literature
"Bionicle Adventures, Mystery of Metru Nui",Greg Farshtey,1,Literature
Bionicle Chronicles Beware the Bohrok,C.A. Hapka,1,General Knowledge
Bionicle Chronicles Tale of the Toa,C.A. Hapka,1,Literature
Bionicle Legends #3 Power Play,Greth Farshtey,1,General Knowledge
Birds,"Jill Bailey, David Burne",2,General Knowledge
"Birds, Nests and Eggs",Mel Boring,1,General Knowledge
Birth of an Island,Millicent E. Selsam,1,General Knowledge
Biscuit Finds a Friend,Alissa Satin Capucilli,1,General Knowledge
Biscuit Takes a Walk,Alyssa Satin Capucilli,1,General Knowledge
Biscuit's Big Friend,Alyssa Satin Capucilli,2,General Knowledge
Biscutr Finds a Friend,Alyssa Satin Capucilli,1,General Knowledge
Bites,Scholastic,1,General Knowledge
Bites & Bones Flip Book,Lois Metzger,1,General Knowledge
bizarre dinosaurs,christopher sloan,2,Science
Black Beauty,Anna Sewell,4,General Knowledge
Black Crusaders for Freedom,Bennett Wayne,1,General Knowledge
Black Diamond,Patricia & Fredrick McKissack,1,General Knowledge
Black Heroes of the american Revolution,Burke Davis,2,General Knowledge
"Black Lagoon Adventures, Back-to-School Fright From the Black Lagoon",Mike Thaler,1,Literature
Black Women of the Old West,William Loren Katz,1,General Knowledge
Blackwater Swamp,Bill Wallace,1,General Knowledge
blast off to earth a lo0ok at geography,loreen leedy,1,Arts and Recreation
Blast To The Past Lincoln's Legacy,Rhody Cohon,1,General Knowledge
Blizzard of the Blue Moon Magic Tree House,Mary Pope Osborne,1,Arts and Recreation
blizzard's wake,phyllis reynolds naylor,2,General Knowledge
Bloomability,Sharon Creech,3,General Knowledge
blossom comes home,james herriot,1,General Knowledge
Blue heron,Avi,1,General Knowledge
Blue Princess Takes the Stage,Alyssa Crowne,1,General Knowledge
Blue Willow,Doris Gates,1,General Knowledge
Blueberries for Sale,Robert McCloskey,2,General Knowledge
Blues Journey,Walter Dean Myers,1,General Knowledge
"Bluford High, A Matter of Trust",Anne Schraff,1,General Knowledge
Bo & Mzzz Mad,Sid Fleischman,1,General Knowledge
Boba Fett,Terry Bisson,1,General Knowledge
bobby baseball,robert smith,1,Arts and Recreation
Bold Prayers from the Heart,Jean Maalouf,1,Arts and Recreation
Bone,Jeff Smith,1,General Knowledge
Bonnie and The Stranger,Pauline C. Peck,1,General Knowledge
Bony-Legs,Joanne Cole,2,General Knowledge
Book of Greek Myths,Scholoastic,1,General Knowledge
Book! Book! Book!,Deoborah Brass,1,General Knowledge
boom town,sonia levintin,1,General Knowledge
boris beaver,marcus pfister,1,General Knowledge
"Bounce, Tigger, Bounce",Isabel Gaines,1,General Knowledge
Bound for Oregon,Jean Van Leewen,1,General Knowledge
Boundless Grace,"Marry Hoffman, Caroline Binch",1,General Knowledge
Boy: Tales of Childhood,Roald Dahl,1,Literature
boys against girls,phyllis naylor,1,General Knowledge
Boys against Girls,Phyllis Reynolds Naylor,1,General Knowledge
Boys Rock!,Phyllis Reynold Naylor,1,General Knowledge
Brainstorm!,Tom Tucker,1,General Knowledge
Brainstorm! The Stories of Twenty American Kid Inventors,Tom Tucker,1,Literature
Brands we know Apple,Pilot,1,General Knowledge
"Bravo, Amelia Bedelia!",Herman Pa,1,General Knowledge
Bread and Jam for Frances,Russell Hoban,2,General Knowledge
Bread and Jam For Francis,Russell Hoban,1,General Knowledge
Breaking the Chains,William Lonen Katz,1,General Knowledge
Brian's Hunt,Gary Paulson,1,General Knowledge
Brian's Hunt,Grey Paulsen,1,General Knowledge
Brian’s Hunt,Gary Paulsen,3,General Knowledge
Brian’s Winter,Gary Paulsen,3,General Knowledge
Bridge to Terabihia,Katherine Paterson,3,General Knowledge
Bridge to Terabithia,Katherine Paterson,2,General Knowledge
Bright adn Early Thursday Evening,Audrey Wood,1,General Knowledge
Bringing the Rain to Kapith Plain,Verna Anderson,1,General Knowledge
Bringing the Rain to Kapiti Plain,Verna Aardema,1,General Knowledge
Brooklyn Bridge,Karen Hesse,1,General Knowledge
Brother Bear,Ben Smiley,1,General Knowledge
"Brother Eagle, Sister Sky",Scholastic,3,General Knowledge
bubba the cowboy prince,helen ketteman,1,General Knowledge
Bubblemania,Lee Wardlaw,1,General Knowledge
"Bud, Not Buddy",Christopher Curtis,2,General Knowledge
Buddy - The First Seeing Eye Dog,Eva Moore,1,General Knowledge
Buffalo Gals - Women of the Old West,Brandon Marie Miller,3,General Knowledge
Buffalo Hunt,Russell Freedman,3,General Knowledge
Buffalo soldier,catherine Reef,1,General Knowledge
"Bug Dictionary, An A to Z of Insects and Creepy Crawlies",Jill Bailey,1,General Knowledge
Bugs!,David T. Greenberg,1,General Knowledge
Building Veichles That Fly,Tommy Enz,1,General Knowledge
Bulb to Tulip,Oliver S. Owen,1,General Knowledge
Bungee 70528,Angie Belcher,1,General Knowledge
Bunnicula,Deborah and James Howe,1,General Knowledge
Bunnicula,Deborah Howe,2,General Knowledge
Bunnicula Strikes Again!,James Howe,1,General Knowledge
Bunnies in the Bathroom,Ben M. Baglio,1,General Knowledge
Bunny Town Helpers,Fran Anita,1,General Knowledge
Burning Up,Caroline B. Cooney,1,General Knowledge
Burton and Stanley,Barbara O’Rourke & Peter Allen,1,General Knowledge
But I Wanted a Baby Brother!,Kate Feiffer,1,General Knowledge
Butterflies,Joni Phelps Hunt,1,General Knowledge
Butterflies and Moths,John Feltwell,1,General Knowledge
Butterfly Kisses,Bob Carlisle,1,General Knowledge
Butterfly Life Cycle,Jeff Bauer,1,General Knowledge
Buzz vs Torque,Mark McVeigh,1,General Knowledge
By the Great Horn Spoon,Sid Fleischman,1,General Knowledge
By the Great Horn Spoon!,Sid Fleischman,4,General Knowledge
By The Shore Of Silver Lake,Laura Ingalls Wilder,1,General Knowledge
By the Shores of Silver Lake,Laura Ingalls Wilder,1,General Knowledge
Cactus Hotel,brenda Z. Guiberson,2,General Knowledge
Caddie Woodlawn,Carol Ryrie Brink,1,General Knowledge
Caleb’s Story,Patricia MacLachlan,1,Literature
Calendar Mysteries: September Sneakers,Ron Roy,1,General Knowledge
California Blue,David Klass,1,General Knowledge
California Mission Days,Helen Bauer,1,General Knowledge
California Missions,Mike Roberts,1,General Knowledge
California's Missions,Ralph B. Wright,1,General Knowledge
call it courage,armstrong sperry,10,General Knowledge
calling doctor amelia bedlia,herman parish,1,General Knowledge
Calvin and Hobbes,Bill Watterson,1,General Knowledge
Cam Jansen and the Mystery at the Haunted House,David A. Adler,1,General Knowledge
Cam Jansen and the Mystery of the Dinosaur Bones,David A. Adler,1,Science
Cam Jansen and the Mystery of the Monster Movie,David A. Adler,1,General Knowledge
Cam Jansen and the Secret Service Mystery,David A. Adler,1,General Knowledge
Cam Jansen and the Snowy Day Mystery,David A. Adler,1,General Knowledge
Cam Jansen and the Tennis Trophy Mystery,David Adler,1,General Knowledge
Cam Jansen The First Day of School Mystery,David A. Adler,1,General Knowledge
Cam Jansen The Mystery of the Carnival Prize,David A. Adler,2,General Knowledge
Cam Jansen The Tennis Trophy Mystery,David A. Adler,1,General Knowledge
Cam Janson and the Snowy Day Mystery,David A. Adler,1,General Knowledge
Camp Rock,Lucy Ruggles,1,General Knowledge
Camp Rock: The Junior Novel,Disney Press,1,Literature
camp trouble,beverly keller,1,General Knowledge
camping adventure,william r gray,1,General Knowledge
camping adventures,scholastic,1,Literature
Can I Have a Stegosaurus Mom? Can I Please?,Lois G. Grambling,3,General Knowledge
can snakes crawl backward,melvin and gilda berger,1,General Knowledge
Can You Feel the Thunder?,Lynn E. McElfresh,1,General Knowledge
Can You Find Sadie,Diane Ohanesian,3,General Knowledge
Can you see what I see Christmas,Walter Wick,1,General Knowledge
Can't you sleep little bear,"Martin Waddell, Barbar Firth",1,General Knowledge
Capital,Lynn Curlee,1,General Knowledge
Caps For Sale,Esphyr Slobodkina,2,General Knowledge
"Caps For Sale, A Tale of a Peddler, Some Monkeys and their Monkey Business",Esphyr Slobodkina,1,Literature
Captain Snap and the Children of Vinegar Lane,Roni Schotter,1,General Knowledge
Captain Underpants and Attack of the Talking Toilets,Dav Pikey,1,General Knowledge
Captain Underpants and the Attack of the Talking Toilets,Dav Pilkey,1,General Knowledge
Captain Underpants and the Perilous Plot of Professor Poopypants,Dav Pilkey,1,General Knowledge
Captain Underpants and the Wrath of the Wicked Wedgie Woman,Dav Pilkey,1,General Knowledge
